Response ID,dob,gender,job_duration,industry,current_occupation,total_employees,household,Metro or Regional,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Connectivity ,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,q11,q12,q13,q14,q15,q16,q17,q18,Class
1365,1995,Female,Between 1 and 5 years,Other Services,Sales workers - Sales Representatives and Agents,Between 20 and 199,One parent family with dependent children,Metro,0,12.5,10.5,0,1,0,12.5,10.5,No,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
1366,1968,Male,Between 6 and 12 months,Wholesale Trade,Sales workers - Sales Support Workers,Between 20 and 199,Couple with no dependent children,Metro,2,4.5,8,0,8,3,5,8,Yes,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,more productivity
1367,1982,Male,Between 6 and 12 months,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,2,2,8,2,12,1,1,8,No,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Significantly improved,Somewhat worsened,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Significantly worsened,Stayed about the same,Stayed about the same,Somewhat disagree,Strongly agree,Strongly agree,No,same productivity
1368,1990,Female,Between 6 and 12 months,Manufacturing,Professionals - Education Professionals,Between 20 and 199,Couple with dependent children,Metro,6,4,6,0,6,3,5,10,Yes,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
1369,1996,Female,Between 1 and 5 years,Construction,Sales workers - Sales Representatives and Agents,More than 200,Single person,Metro,3,3,9,0,9,1,5,9,No,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Significantly worsened,Somewhat improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly improved,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No,more productivity
1370,1997,Female,Between 6 and 12 months,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,Metro,1,5,10,1,8,2,3,10,Yes,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
1371,1991,Male,Between 1 and 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Couple with no dependent children,Metro,1.5,5.5,7.5,0.5,8.5,1.5,5.5,8,No,Not a barrier for me,Stayed about the same,Somewhat improved,Significantly improved,Somewhat worsened,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Not a barrier for me,Significantly improved,Significantly worsened,Significantly improved,Stayed about the same,Significantly improved,Stayed about the same,Somewhat agree,Strongly disagree,Somewhat agree,No,less productivity
1372,1977,Male,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,3,3.5,7,0,12,2.5,2.5,7,No,Not a barrier for me,Not a barrier for me,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
1373,1986,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Couple with dependent children,Metro,3,3,8,0,10,4,2,8,Yes,Somewhat improved,Somewhat improved,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat worsened,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,more productivity
1374,1990,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Couple with dependent children,Metro,2,2.5,9,0.5,6,5,3,9.5,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No,less productivity
1375,1977,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Couple with dependent children,Metro,4,3,8,1,8,4,3,8,No,Somewhat improved,Significantly improved,Stayed about the same,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Strongly agree,Neither agree nor disagree,Somewhat agree,Yes,more productivity
1376,1980,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,Single person,Metro,2,2,8,1,8,2,4,9,No,Not a barrier for me,Not a barrier for me,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Significantly improved,Somewhat improved,Significantly improved,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,more productivity
1377,1992,Male,Between 1 and 5 years,Financial and Insurance,Professionals - Arts and Media Professionals,Between 20 and 199,Single person,Metro,4,3,9,1,8,3,3,9,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,same productivity
1378,1990,Male,Between 1 and 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,10,4,0,,10,10,4,,Yes,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
1379,1986,Male,Between 1 and 5 years,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Couple with dependent children,Metro,10,1,10,2,8,7,6,1,Yes,Stayed about the same,Significantly worsened,Somewhat worsened,Stayed about the same,Significantly worsened,Significantly worsened,Stayed about the same,Significantly worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat improved,Significantly worsened,Somewhat worsened,Somewhat agree,Somewhat disagree,Somewhat agree,No,same productivity
1380,1985,Female,More than 5 years,Health Care and Social Assistance,Sales workers - Sales Assistants and Salespersons,Between 1 and 4,Single person,Metro,5,2,8,2,6,3,8,5,Yes,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Stayed about the same,Strongly agree,Somewhat agree,Strongly agree,Yes,more productivity
1381,1991,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Couple with dependent children,Metro,5,5,4,5,5,5,5,4,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,less productivity
1382,1957,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Single person,Regional,5,1,7,5,9,2,1,7,No,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat agree,Somewhat agree,Somewhat agree,No,more productivity
1383,1985,Male,Between 6 and 12 months,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Couple with no dependent children,Metro,2,4,6.5,0.25,8.5,2,6.75,6.5,No,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,less productivity
1384,1999,Female,Between 6 and 12 months,Administrative and Support,Technicians and trades workers - Automotive and Engineering Trades Workers,Between 20 and 199,Single person,Metro,2,6,7,1,10,2,5,6,No,Significantly improved,Significantly improved,Stayed about the same,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Significantly worsened,Stayed about the same,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
1385,1976,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,7,2,6,7,7,5,,5,Yes,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Not a barrier for me,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Strongly agree,Strongly agree,Somewhat agree,Yes,more productivity
1386,1982,Female,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with dependent children,Metro,2,2.5,8,0.5,10,2,3.5,8,No,Somewhat improved,Stayed about the same,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Somewhat agree,Neither agree nor disagree,Strongly disagree,Yes,more productivity
1387,1980,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - Arts and Media Professionals,Between 20 and 199,Couple with dependent children,Metro,2,5,8,0,8,3,5,8,No,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,more productivity
1388,1983,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,2,2,8.5,0,11,2,3,8,No,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat agree,Strongly agree,Neither agree nor disagree,Yes,more productivity
1389,1989,Male,Between 6 and 12 months,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with dependent children,Metro,2,7,7,0,7,2,8,7,No,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Not a barrier for me,Somewhat improved,Stayed about the same,Not a barrier for me,Stayed about the same,Significantly improved,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,more productivity
1390,1985,Male,Between 1 and 5 years,Retail Trade,Sales workers - Sales Representatives and Agents,Between 20 and 199,Couple with no dependent children,Metro,4,3.5,7,0.5,9,4,3.5,7,No,Not a barrier for me,Significantly worsened,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Somewhat improved,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,same productivity
1391,1977,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with no dependent children,Metro,2,4,8,0,8,2,6,8,No,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Not a barrier for me,Stayed about the same,Significantly improved,Not a barrier for me,Significantly improved,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat agree,Somewhat disagree,No,more productivity
1392,1984,Male,Between 6 and 12 months,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,4,3,8,0,8,4,4,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Yes,more productivity
1393,1979,Male,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with dependent children,Regional,5,2,8,0.5,7.5,3,5,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,same productivity
1394,1989,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,Metro,2,4,8,0,8,4,4,8,No,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Not a barrier for me,Somewhat improved,Significantly worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Somewhat improved,Somewhat worsened,Not a barrier for me,Somewhat improved,Somewhat improved,Not a barrier for me,Strongly agree,Strongly agree,Somewhat agree,No,less productivity
1395,1996,Female,Between 6 and 12 months,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with no dependent children,Metro,2,3,8,0,7,3,5,9,No,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Significantly improved,Significantly improved,Somewhat worsened,Significantly improved,Somewhat improved,Stayed about the same,Significantly improved,Somewhat agree,Strongly agree,Somewhat agree,No,less productivity
1396,1995,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,1,3,8,0,10,2,4,8,No,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,more productivity
1397,1990,Female,Between 6 and 12 months,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 1 and 4,Couple with no dependent children,Metro,1,4,9,0,9,2,4,9,No,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Not a barrier for me,Somewhat improved,Somewhat improved,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
1398,1991,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Multiple family household,Metro,4,5,6,0,7,4,5,8,No,Somewhat improved,Significantly improved,Somewhat worsened,Stayed about the same,Not a barrier for me,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Significantly improved,Somewhat improved,Somewhat worsened,Significantly improved,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat agree,Somewhat agree,No,same productivity
1399,1991,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Group household,Metro,1,4,8,1.5,8,1,5.5,8,No,Not a barrier for me,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Significantly worsened,Significantly worsened,Somewhat improved,Significantly worsened,Somewhat improved,Stayed about the same,Significantly improved,Strongly agree,Strongly agree,Strongly agree,No,more productivity
1400,1993,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - General Clerical Workers,More than 200,Couple with no dependent children,Metro,1.5,4.5,8,0.5,8,1.5,6,8,No,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Somewhat improved,Not a barrier for me,Stayed about the same,Not a barrier for me,Somewhat improved,Not a barrier for me,Significantly improved,Strongly agree,Strongly agree,Somewhat agree,No,more productivity
1401,1979,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,4,6,7,0.5,6.5,4,6,7,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
1402,1992,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,Between 5 and 19,Couple with dependent children,Metro,2,3,8,2,9,1,3,9,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat improved,Somewhat worsened,Somewhat improved,Somewhat improved,Significantly worsened,Somewhat improved,Stayed about the same,Somewhat improved,Significantly worsened,Strongly agree,Neither agree nor disagree,Somewhat agree,No,more productivity
1403,1982,Female,Between 1 and 5 years,"Rental, Hiring and Real Estate",Sales workers - Sales Support Workers,Between 5 and 19,One parent family with dependent children,Metro,3,4,7.5,0,8,4,4,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Significantly improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Strongly agree,Somewhat agree,Somewhat disagree,No,same productivity
1404,1993,Female,Between 6 and 12 months,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Other one family household,Metro,2,6,8,0,7,3,6,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
1405,1982,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,One parent family with dependent children,Metro,4,4,6,0.5,7,5,5.5,6,No,Significantly improved,Significantly improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Significantly improved,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Strongly agree,Strongly agree,Strongly disagree,Yes,more productivity
1406,1980,Female,Between 1 and 5 years,"Agriculture, Forestry and Fishing","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,One parent family with dependent children,Metro,3,1,7,2,9,3,3,7,No,Somewhat improved,Stayed about the same,Significantly improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Somewhat agree,Somewhat agree,Strongly agree,No,more productivity
1407,1976,Female,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Single person,Metro,2,2.5,8,0.5,9,2,5.5,7,No,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat agree,No,same productivity
1408,1979,Female,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,One parent family with dependent children,Metro,4,2,7,1,9,5,2,7,No,Significantly worsened,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat agree,No,more productivity
1409,1962,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,One parent family with dependent children,Regional,5,4,7,0,8,5,4,7,No,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Strongly agree,Strongly agree,Strongly disagree,No,more productivity
1410,1988,Female,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,1,4,7.5,0,8.5,1,6.5,8,Yes,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Strongly agree,Strongly agree,Strongly disagree,No,more productivity
1411,1998,Female,Between 6 and 12 months,Other Services,Managers - Specialist Managers,Between 20 and 199,Multiple family household,Metro,3,2,10,0,7,3.5,3.5,10,No,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Significantly improved,Strongly agree,Strongly agree,Neither agree nor disagree,No,same productivity
1412,1985,I would rather not say,More than 5 years,Construction,"Professionals - Business, Human Resource and Marketing Professionals",I am a sole trader/owner-operator,Couple with no dependent children,Metro,4,4,6,0,8,4,6,6,Yes,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,same productivity
1413,1992,Female,Between 1 and 5 years,Retail Trade,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Single person,Metro,2,4,9,0,7,3,5,9,Yes,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,less productivity
1414,1984,Male,Between 1 and 5 years,Financial and Insurance,Professionals - ICT Professionals,Between 20 and 199,Group household,Metro,2,5,8,0,9,2,5,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat disagree,Neither agree nor disagree,Somewhat agree,No,less productivity
1415,1977,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Couple with no dependent children,Regional,4,5,6,0,9,4,5,6,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Strongly disagree,Neither agree nor disagree,Strongly disagree,No,same productivity
1416,1994,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Single person,Metro,0,5,8,0.5,9,0,6.5,8,No,Not a barrier for me,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Somewhat worsened,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Somewhat agree,Neither agree nor disagree,Somewhat agree,No,more productivity
1417,1979,Female,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Couple with no dependent children,Metro,2,2.5,7,0.5,10.5,2,3,8,Yes,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Stayed about the same,Strongly agree,Strongly agree,Neither agree nor disagree,Yes,more productivity
1418,1976,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Couple with no dependent children,Metro,1,5,7.5,0.5,9.5,1,5,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Yes,more productivity
